,lineout pixel,Radius (\mum),Te_electron,ne_electron,m_electron,amp1_general,amp2_general
20,407,-560.6445338550002,0.22389258259441272,0.12973433048135058,2.0000027040067345,0.6785624620130026,0.7774067660145101
21,411,-540.1245338550002,0.25071707457592396,0.1321734705649068,2.0000054713081994,0.7002229684433555,1.0137986370689385
22,415,-519.6045338550002,0.2597218821452655,0.14020754637723967,2.0000000824687882,0.7152833273325127,0.7881626587699468
23,419,-499.08453385500025,0.25936837162846893,0.1487613621547666,2.000050563175396,0.6887939243433372,0.7018047757623501
24,423,-478.56453385500026,0.2683133901409804,0.15487427548542598,2.000019816558363,0.684708240036728,0.8735267367598125
25,427,-458.0445338550003,0.2650875635301348,0.1616299083737209,2.0000001898013617,0.6553899580333788,0.7869220480200371
26,431,-437.5245338550003,0.26181852957267276,0.1711723168282692,2.0000003254144483,0.6722391927008864,1.0363112111518582
27,434,-422.1345338550004,0.2684058878548339,0.1711954863355721,2.000040584472625,0.6990248170701207,1.0632372091007418
28,438,-401.614533855,0.26999735098664734,0.17695005816141018,2.0000510512207046,0.7036239314788575,1.0059490576566974
29,442,-381.094533855,0.27619438979822464,0.1794118739292866,2.0000007914405833,0.6419458266680863,1.0633004782404676
30,446,-360.574533855,0.288728369143846,0.1802583458780403,2.0000508177219887,0.689679995101418,1.04908583403414
31,450,-340.05453385500005,0.2846025716952406,0.18457581919898394,2.000000000193737,0.7073428040585664,1.0426811683770265
32,454,-319.53453385500006,0.09406672901041897,0.23938905468251964,2.1288139174665623,1.8419907254501096,0.6214888080439787
33,458,-299.0145338550001,0.22945635851865392,0.7621312501520225,2.134183247066668,0.3638844040038776,0.8685444298005465
34,462,-278.4945338550001,0.27331515525389727,0.1917319299750908,2.000077319629658,0.7029639070964651,0.8915497951933015
35,466,-257.9745338550001,0.2922874309124332,0.18754931768144975,2.0000000045888027,0.6516560860522971,1.0153086025526181
36,470,-237.45453385500014,0.30309663178172036,0.18358315943047807,2.0000000001127223,0.642808166825853,1.0718702853614628
37,473,-222.06453385500026,0.2938795874038807,0.1873021933081986,2.0000241245542574,0.6341869849725703,1.0605670848155904
38,477,-201.54453385500028,0.28460814859298483,0.19132515926401117,2.0000000458618086,0.6844112414652225,1.036054235373977
39,481,-181.0245338550003,0.29579008203420165,0.1886538061408594,2.0004035765186496,0.6502468539201698,1.0114397839597102
40,485,-160.50453385500032,0.3001083089066978,0.1906101936352809,2.0000165836759454,0.5579919602277174,0.9423661863221038
41,489,-139.98453385500034,0.28485198984624394,0.19358643101808218,2.000544942948835,0.6133022735726382,0.9529468369655981
42,493,-119.46453385500035,0.29448123784642455,0.19266441326884046,2.000000001071844,0.6833802011331296,1.0274696000503953
43,497,-98.94453385500037,0.28613287147477956,0.19505244048669917,2.000035805392836,0.5819551040646255,0.9888064176293099
44,501,-78.42453385500039,0.30801950224710417,0.18714394197631515,2.000200594593295,0.6673724535293494,0.7553921070230625
45,505,-57.90453385500041,0.30364971993259404,0.18910775823078865,2.0000002318723773,0.619058019599389,0.8287289885112675
46,508,-42.51453385500008,0.30805813166720397,0.18640672020776614,2.000093890535099,0.6360660093290071,0.7654139985672084
47,512,-21.9945338550001,0.2945168974632333,0.19085224914175655,2.000011178379597,0.6507144070595532,0.9371304285413521
48,516,-1.474533855000118,0.2840737254731732,0.19739122078260077,2.000003975618193,0.6832409922166915,0.8457919336792564
49,520,19.045466144999864,0.2824927752335173,0.19583029640338023,2.0000883384657273,0.6028481596549237,0.9559253057958936
50,524,39.565466144999846,0.2920692076120958,0.19330115227315864,2.0000094520336495,0.5794482514985942,0.9178538451070203
51,528,60.08546614499983,0.30023849499850014,0.18909394676122201,2.000000300295694,0.6074826500937339,0.7466010027221798
52,532,80.60546614499981,0.2876061239633137,0.19495859709224045,2.0000057133213427,0.6155149459659885,0.9141193493295208
53,536,101.12546614499979,0.3036893672716832,0.18644048733587526,2.0000166948628393,0.6340846276920655,0.8921898208031518
54,540,121.64546614499977,0.3022730661711589,0.18591803834806428,2.0000405936864203,0.6175354039380502,0.8778679426392408
55,544,142.16546614499975,0.29459105368091,0.19101293939670147,2.0000023473972,0.596888043364722,0.9845094846640382
56,547,157.55546614499963,0.285961773780249,0.19362112649714863,2.0000268667308054,0.5659251998143767,1.0425631055676765
57,551,178.0754661449996,0.2843686759561864,0.19213569489636187,2.000006077951876,0.6318945788006173,1.0179646197880028
58,555,198.5954661449996,0.3017658267977918,0.1871811214247682,2.0003295422972944,0.6036665244095035,0.8746761944745197
59,559,219.11546614499957,0.27835377512967113,0.18956093706523952,2.0000036259283633,0.7323299066088877,0.8817518916022157
60,563,239.635466145,0.2938852538993127,0.18617848489568103,2.000000000635642,0.6366122913039617,0.9434564528866101
61,567,260.155466145,0.3075349400408116,0.18212019993200454,2.000047913485234,0.6962733277269132,0.8316193570741283
62,571,280.675466145,0.2905891590951346,0.1851212783040425,2.0000157774353315,0.6860893518938452,0.8827395490667221
63,575,301.19546614499995,0.27359450932597906,0.1911715443630655,2.000135868354224,0.666369461071755,1.0134754692476644
64,579,321.71546614499994,0.26546864680467747,0.19483296472722555,2.0000036505796297,0.6608505226249811,0.919717254488378
65,583,342.2354661449999,0.2785081723140891,0.19286736613750172,2.000088714219806,0.5600277557004211,0.9521845744772769
66,586,357.6254661449998,0.29002498735457743,0.1891930405864087,2.000002721748484,0.6091430351036724,0.9400153392136024
67,590,378.1454661449998,0.3210208950270222,0.17598983095269002,2.199992140535446,0.6748824103407706,0.7843203152613795
68,594,398.66546614499975,0.291308214694673,0.18679356107923648,2.0000033416976883,0.6599040284709043,0.9511411713769027
69,598,419.18546614499974,0.27197244879236926,0.189452903440685,2.0000000059371965,0.48463466771914676,0.9425378696453736
70,602,439.7054661449997,0.31603262309096747,0.17333221049190478,2.000093818224169,0.5827186979668624,0.8006263350137937
71,606,460.2254661449997,0.30310664356905853,0.17387564977457104,2.000000015733565,0.5611389215977476,0.8494058314594701
72,610,480.7454661449997,0.31226187688027013,0.16669031925554287,2.000008361082715,0.5399929715229566,0.8115502146469199
73,614,501.26546614499966,0.29308840252497903,0.15940378245277964,2.0000522014073248,0.5845348361724119,0.635330600693095
74,618,521.7854661449996,0.2882270942603436,0.1563186507046133,2.000001348968929,0.5627610563432149,0.6230780047601177
75,622,542.3054661449996,0.3037495820280837,0.14947607200161298,2.0001269617395714,0.555280129421761,0.7467767672524699
76,625,557.695466145,0.30058720643647713,0.14843364564209888,2.000015538900482,0.5036061055625729,0.6023195267337816
77,629,578.2154661449999,0.30543959762953665,0.14184683917562846,2.000001449022757,0.5554360253214463,0.7790313770895738
78,633,598.7354661449999,0.2878130831342254,0.13797516777377242,2.0000594807705783,0.5881430684475237,0.8464289948351496
79,637,619.2554661449999,0.2537202688235522,0.13461898696553112,2.000000153317621,0.459706001148997,0.8955336844240352
80,641,639.7754661449999,0.24858354828434398,0.12544342484927296,2.000065357321585,0.611670926310932,0.6307500728194424
81,645,660.2954661449999,0.2393870835985587,0.12238711706327857,2.0000000087233056,0.5563821633707712,0.7392782370034924
82,649,680.8154661449998,0.2663176853624314,0.11124977763519152,2.0000000012166828,0.5618048383087876,0.8059191022350142
83,653,701.3354661449998,0.23023855874960616,0.11245539593752969,2.000228652326792,0.6615608859701653,0.7845820559520786
84,657,721.8554661449998,0.22244875356759797,0.10776430880689469,2.0001448739423866,0.41690193193334135,0.7653632110349299
85,661,742.3754661449998,0.2339092272732044,0.10006236620989456,2.000009865262032,0.4527967772153484,0.6696554926658593
86,664,757.7654661449997,0.39932815293594004,0.06376705865915683,2.1184150393360435,0.2560737654603797,0.3029095924740439
87,668,778.2854661449996,0.03623228253685189,0.07764629546859843,2.041293988834481,3.748980424473844,0.010677052626623473
88,672,798.8054661449996,0.20171405119682523,0.08367162562054058,2.1259411463364994,0.5495167320081655,0.5866442991940074
89,676,819.3254661449996,0.03491499219381289,0.2663243661130937,2.1332714026864683,0.5018579202189636,0.9244989470442414
90,680,839.8454661449996,0.1943051908287581,0.07913159860127564,2.0000090438823896,0.45366042136176377,0.5538628501948004
91,684,860.3654661449996,0.18425114512401758,0.0724122052613699,2.0008799322578277,0.3056463584853175,0.5077274937720483
92,688,880.8854661449996,0.14128944844278798,0.40530027708786465,2.134851531819136,0.3854851163215019,0.43786644051396867
93,692,901.405466145,0.09418769859393306,0.2553827759377397,2.13610313674932,0.354726360679341,0.4304709527747985
94,696,921.925466145,0.019461450040579326,0.3843473929353629,2.142485628088034,0.1440522349951696,0.2564379736386379
95,700,942.445466145,0.0270155304869881,0.2642129454363099,2.1415312608707984,0.17942418016783335,0.3356994073904963
96,703,957.8354661449998,0.01,1.9999999495872405,3.217708963863178,0.01000000017811017,0.010000577777152918
97,707,978.3554661449998,0.4666532303020421,0.853569111629963,2.425859348568042,0.010020431440782874,0.010018294331341207
